project_name,import
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Text
terrakok#kmp-web-wizard,androidx.compose.runtime.Composable
terrakok#kmp-web-wizard,org.jetbrains.compose.web.attributes.ATarget
terrakok#kmp-web-wizard,org.jetbrains.compose.web.attributes.target
terrakok#kmp-web-wizard,org.jetbrains.compose.web.css
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom
terrakok#kmp-web-wizard,androidx.compose.runtime.Composable
terrakok#kmp-web-wizard,org.jetbrains.compose.web.attributes.ATarget
terrakok#kmp-web-wizard,org.jetbrains.compose.web.attributes.target
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.A
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Div
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Section
terrakok#kmp-web-wizard,androidx.compose.runtime.Composable
terrakok#kmp-web-wizard,org.jetbrains.compose.web.attributes.ATarget
terrakok#kmp-web-wizard,org.jetbrains.compose.web.attributes.target
terrakok#kmp-web-wizard,org.jetbrains.compose.web.css
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.A
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Div
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.H1
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Img
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.P
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Text
terrakok#kmp-web-wizard,androidx.compose.runtime.Composable
terrakok#kmp-web-wizard,androidx.compose.runtime.mutableStateOf
terrakok#kmp-web-wizard,androidx.compose.runtime.remember
terrakok#kmp-web-wizard,org.jetbrains.compose.web.attributes.InputType
terrakok#kmp-web-wizard,org.jetbrains.compose.web.css
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom
terrakok#kmp-web-wizard,kotlin.random.Random
terrakok#kmp-web-wizard,androidx.compose.runtime.Composable
terrakok#kmp-web-wizard,org.jetbrains.compose.web.attributes.InputType
terrakok#kmp-web-wizard,org.jetbrains.compose.web.attributes.name
terrakok#kmp-web-wizard,org.jetbrains.compose.web.css
terrakok#kmp-web-wizard,org.jetbrains.compose.web.css.selectors.CSSSelector
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Form
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Input
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Label
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Text
terrakok#kmp-web-wizard,org.khronos.webgl.ArrayBuffer
terrakok#kmp-web-wizard,kotlin.js.Promise
terrakok#kmp-web-wizard,androidx.compose.runtime.Composable
terrakok#kmp-web-wizard,org.jetbrains.compose.web.css
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Div
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Main
terrakok#kmp-web-wizard,org.jetbrains.compose.web.dom.Section
terrakok#kmp-web-wizard,org.w3c.files.Blob
terrakok#kmp-web-wizard,org.w3c.dom.HTMLElement
terrakok#kmp-web-wizard,org.apache.commons.compress.archivers.zip.UnixStat
terrakok#kmp-web-wizard,org.apache.commons.compress.archivers.zip.ZipArchiveEntry
terrakok#kmp-web-wizard,org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream
terrakok#kmp-web-wizard,java.io.File
terrakok#kmp-web-wizard,org.junit.AfterClass
terrakok#kmp-web-wizard,org.junit.BeforeClass
terrakok#kmp-web-wizard,org.junit.Test
terrakok#kmp-web-wizard,java.io.File
terrakok#kmp-web-wizard,java.lang.ProcessBuilder
terrakok#kmp-web-wizard,kotlin.io.path.createTempDirectory
terrakok#kmp-web-wizard,kotlin.test.assertEquals
terrakok#kmp-web-wizard,kotlin.test.Test
terrakok#kmp-web-wizard,kotlin.test.assertEquals
terrakok#kmp-web-wizard,org.jetbrains.compose.compose
terrakok#kmp-web-wizard,org.jetbrains.kotlin.gradle.targets.js.nodejs.NodeJsRootExtension
JetBrains#ideavim,com.intellij.openapi.application.ApplicationManager
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.diagnostic.logger
JetBrains#ideavim,java.awt.event.ActionEvent
JetBrains#ideavim,java.awt.event.KeyEvent
JetBrains#ideavim,javax.swing.Action
JetBrains#ideavim,javax.swing.KeyStroke
JetBrains#ideavim,javax.swing.text.BadLocationException
JetBrains#ideavim,javax.swing.text.DefaultEditorKit
JetBrains#ideavim,javax.swing.text.Document
JetBrains#ideavim,javax.swing.text.TextAction
JetBrains#ideavim,kotlin.math.abs
JetBrains#ideavim,kotlin.math.min
JetBrains#ideavim,com.intellij.openapi.diagnostic.debug
JetBrains#ideavim,com.intellij.openapi.diagnostic.logger
JetBrains#ideavim,org.jetbrains.annotations.NonNls
JetBrains#ideavim,java.awt.event.ActionEvent
JetBrains#ideavim,java.awt.event.KeyEvent
JetBrains#ideavim,javax.swing.Action
JetBrains#ideavim,javax.swing.KeyStroke
JetBrains#ideavim,javax.swing.text.DefaultEditorKit
JetBrains#ideavim,javax.swing.text.Document
JetBrains#ideavim,javax.swing.text.TextAction
JetBrains#ideavim,java.awt.event.KeyEvent
JetBrains#ideavim,javax.swing.KeyStroke
JetBrains#ideavim,javax.swing.text.DefaultEditorKit
JetBrains#ideavim,javax.swing.text.JTextComponent.KeyBinding
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnActionEvent
JetBrains#ideavim,com.intellij.openapi.actionSystem.KeyboardShortcut
JetBrains#ideavim,com.intellij.openapi.project.DumbAwareAction
JetBrains#ideavim,java.awt.event.KeyEvent
JetBrains#ideavim,javax.swing.KeyStroke
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.fileEditor.FileEditorManagerEvent
JetBrains#ideavim,com.intellij.openapi.project.Project
JetBrains#ideavim,com.intellij.openapi.project.ProjectManager
JetBrains#ideavim,com.intellij.openapi.util.NlsSafe
JetBrains#ideavim,com.intellij.openapi.wm.StatusBar
JetBrains#ideavim,com.intellij.openapi.wm.StatusBarWidget
JetBrains#ideavim,com.intellij.openapi.wm.StatusBarWidgetFactory
JetBrains#ideavim,com.intellij.openapi.wm.WindowManager
JetBrains#ideavim,com.intellij.openapi.wm.impl.status.EditorBasedWidget
JetBrains#ideavim,com.intellij.openapi.wm.impl.status.widget.StatusBarWidgetsManager
JetBrains#ideavim,com.intellij.util.Consumer
JetBrains#ideavim,org.jetbrains.annotations.NonNls
JetBrains#ideavim,java.awt.Component
JetBrains#ideavim,java.awt.event.MouseEvent
JetBrains#ideavim,com.intellij.icons.AllIcons
JetBrains#ideavim,com.intellij.ide.BrowserUtil
JetBrains#ideavim,com.intellij.ide.DataManager
JetBrains#ideavim,com.intellij.openapi.actionSystem.ActionManager
JetBrains#ideavim,com.intellij.openapi.actionSystem.ActionPlaces
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnActionEvent
JetBrains#ideavim,com.intellij.openapi.actionSystem.DataContext
JetBrains#ideavim,com.intellij.openapi.actionSystem.DefaultActionGroup
JetBrains#ideavim,com.intellij.openapi.options.ShowSettingsUtil
JetBrains#ideavim,com.intellij.openapi.project.DumbAwareAction
JetBrains#ideavim,com.intellij.openapi.project.Project
JetBrains#ideavim,com.intellij.openapi.project.ProjectManager
JetBrains#ideavim,com.intellij.openapi.ui.popup.JBPopupFactory
JetBrains#ideavim,com.intellij.openapi.ui.popup.ListPopup
JetBrains#ideavim,com.intellij.openapi.updateSettings.impl.UpdateSettings
JetBrains#ideavim,com.intellij.openapi.util.NlsActions
JetBrains#ideavim,com.intellij.openapi.wm.StatusBar
JetBrains#ideavim,com.intellij.openapi.wm.StatusBarWidget
JetBrains#ideavim,com.intellij.openapi.wm.StatusBarWidgetFactory
JetBrains#ideavim,com.intellij.openapi.wm.WindowManager
JetBrains#ideavim,com.intellij.openapi.wm.impl.status.widget.StatusBarWidgetsManager
JetBrains#ideavim,com.intellij.ui.awt.RelativePoint
JetBrains#ideavim,com.intellij.util.Consumer
JetBrains#ideavim,com.intellij.util.ui.LafIconLookup
JetBrains#ideavim,org.jetbrains.annotations.NonNls
JetBrains#ideavim,java.awt.Point
JetBrains#ideavim,java.awt.event.MouseEvent
JetBrains#ideavim,javax.swing.Icon
JetBrains#ideavim,javax.swing.SwingConstants
JetBrains#ideavim,java.awt.KeyEventDispatcher
JetBrains#ideavim,java.awt.KeyboardFocusManager
JetBrains#ideavim,java.awt.Toolkit
JetBrains#ideavim,java.awt.event.KeyEvent
JetBrains#ideavim,javax.swing.KeyStroke
JetBrains#ideavim,com.intellij.icons.AllIcons
JetBrains#ideavim,com.intellij.openapi.Disposable
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnActionEvent
JetBrains#ideavim,com.intellij.openapi.actionSystem.DefaultActionGroup
JetBrains#ideavim,com.intellij.openapi.actionSystem.PlatformDataKeys
JetBrains#ideavim,com.intellij.openapi.components.service
JetBrains#ideavim,com.intellij.openapi.editor.Document
JetBrains#ideavim,com.intellij.openapi.editor.toolbar.floating.AbstractFloatingToolbarProvider
JetBrains#ideavim,com.intellij.openapi.editor.toolbar.floating.FloatingToolbarComponent
JetBrains#ideavim,com.intellij.openapi.fileEditor.FileDocumentManager
JetBrains#ideavim,com.intellij.openapi.project.DumbAwareAction
JetBrains#ideavim,com.intellij.openapi.util.Disposer
JetBrains#ideavim,com.intellij.openapi.util.io.FileUtil
JetBrains#ideavim,org.jetbrains.annotations.TestOnly
JetBrains#ideavim,com.intellij.ui.JBColor
JetBrains#ideavim,com.intellij.ui.SideBorder
JetBrains#ideavim,com.intellij.util.ui.JBInsets
JetBrains#ideavim,java.awt.Component
JetBrains#ideavim,java.awt.Insets
JetBrains#ideavim,com.intellij.icons.AllIcons
JetBrains#ideavim,com.intellij.openapi.actionSystem.ActionToolbarPosition
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnAction
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnActionEvent
JetBrains#ideavim,com.intellij.openapi.actionSystem.KeyboardShortcut
JetBrains#ideavim,com.intellij.openapi.keymap.KeymapUtil
JetBrains#ideavim,com.intellij.openapi.options.Configurable
JetBrains#ideavim,com.intellij.openapi.ui.ComboBoxTableRenderer
JetBrains#ideavim,com.intellij.openapi.ui.StripeTable
JetBrains#ideavim,com.intellij.openapi.wm.IdeFocusManager
JetBrains#ideavim,com.intellij.ui.DumbAwareActionButton
JetBrains#ideavim,com.intellij.ui.HyperlinkLabel
JetBrains#ideavim,com.intellij.ui.IdeBorderFactory
JetBrains#ideavim,com.intellij.ui.JBColor
JetBrains#ideavim,com.intellij.ui.TableUtil
JetBrains#ideavim,com.intellij.ui.ToolbarDecorator
JetBrains#ideavim,com.intellij.ui.components.JBLabel
JetBrains#ideavim,com.intellij.util.containers.ContainerUtil
JetBrains#ideavim,com.intellij.util.ui.UIUtil
JetBrains#ideavim,org.jetbrains.annotations.Nls
JetBrains#ideavim,java.awt.BorderLayout
JetBrains#ideavim,java.awt.Dimension
JetBrains#ideavim,java.util
JetBrains#ideavim,javax.swing.JComponent
JetBrains#ideavim,javax.swing.JPanel
JetBrains#ideavim,javax.swing.JTable
JetBrains#ideavim,javax.swing.KeyStroke
JetBrains#ideavim,javax.swing.border.LineBorder
JetBrains#ideavim,javax.swing.table.AbstractTableModel
JetBrains#ideavim,javax.swing.table.TableCellEditor
JetBrains#ideavim,javax.swing.table.TableCellRenderer
JetBrains#ideavim,javax.swing.table.TableColumn
JetBrains#ideavim,com.intellij.openapi.components.Service
JetBrains#ideavim,com.intellij.openapi.components.service
JetBrains#ideavim,com.intellij.openapi.editor.actionSystem.TypedActionHandler
JetBrains#ideavim,com.intellij.openapi.actionSystem.ActionPromoter
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnAction
JetBrains#ideavim,com.intellij.openapi.actionSystem.DataContext
JetBrains#ideavim,com.intellij.openapi.actionSystem.EmptyAction
JetBrains#ideavim,com.intellij.ide.bookmark.BookmarkType
JetBrains#ideavim,com.intellij.ide.bookmark.BookmarksManager
JetBrains#ideavim,com.intellij.ide.bookmark.LineBookmark
JetBrains#ideavim,com.intellij.openapi.project.Project
JetBrains#ideavim,com.intellij.openapi.vfs.VirtualFileManager
JetBrains#ideavim,java.lang.ref.WeakReference
JetBrains#ideavim,com.intellij.codeInsight.editorActions.TextBlockTransferable
JetBrains#ideavim,com.intellij.ide.CopyPasteManagerEx
JetBrains#ideavim,com.intellij.ide.DataManager
JetBrains#ideavim,com.intellij.ide.PasteProvider
JetBrains#ideavim,com.intellij.openapi.actionSystem.DataContext
JetBrains#ideavim,com.intellij.openapi.actionSystem.PlatformDataKeys
JetBrains#ideavim,com.intellij.openapi.diagnostic.Logger
JetBrains#ideavim,com.intellij.openapi.editor.Caret
JetBrains#ideavim,com.intellij.openapi.editor.LogicalPosition
JetBrains#ideavim,com.intellij.openapi.editor.RangeMarker
JetBrains#ideavim,com.intellij.openapi.ide.CopyPasteManager
JetBrains#ideavim,java.awt.datatransfer.DataFlavor
JetBrains#ideavim,kotlin.math.min
JetBrains#ideavim,com.intellij.openapi.editor.Caret
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.util.containers.ContainerUtil
JetBrains#ideavim,org.jetbrains.annotations.Contract
JetBrains#ideavim,kotlin.math.min
JetBrains#ideavim,com.intellij.openapi.editor.Caret
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.editor.VisualPosition
JetBrains#ideavim,java.awt.event.ActionEvent
JetBrains#ideavim,javax.swing.Timer
JetBrains#ideavim,com.intellij.openapi.editor.Caret
JetBrains#ideavim,com.intellij.openapi.editor.LogicalPosition
JetBrains#ideavim,com.intellij.openapi.editor.SelectionModel
JetBrains#ideavim,com.intellij.find.FindManager
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.editor.LogicalPosition
JetBrains#ideavim,com.intellij.openapi.diagnostic.Logger
JetBrains#ideavim,com.intellij.openapi.diagnostic.trace
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,org.apache.commons.codec.binary.Base64
JetBrains#ideavim,org.jdom.Element
JetBrains#ideavim,com.intellij.ide.bookmark.Bookmark
JetBrains#ideavim,com.intellij.ide.bookmark.BookmarkType
JetBrains#ideavim,com.intellij.ide.bookmark.BookmarksManager
JetBrains#ideavim,com.intellij.ide.bookmark.LineBookmark
JetBrains#ideavim,com.intellij.ide.bookmark.providers.LineBookmarkProvider
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.project.Project
JetBrains#ideavim,com.intellij.openapi.components.service
JetBrains#ideavim,com.intellij.openapi.project.Project
JetBrains#ideavim,com.intellij.openapi.vfs.VirtualFile
JetBrains#ideavim,com.intellij.openapi.actionSystem.PlatformDataKeys
JetBrains#ideavim,com.intellij.openapi.fileEditor.ex.FileEditorManagerEx
JetBrains#ideavim,com.intellij.openapi.fileEditor.impl.EditorTabbedContainer
JetBrains#ideavim,com.intellij.openapi.fileEditor.impl.EditorWindow
JetBrains#ideavim,com.intellij.ui.tabs.JBTabs
JetBrains#ideavim,com.intellij.ui.tabs.TabInfo
JetBrains#ideavim,com.intellij.openapi.components.Service
JetBrains#ideavim,com.intellij.openapi.components.service
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.icons.AllIcons
JetBrains#ideavim,com.intellij.ide.BrowserUtil
JetBrains#ideavim,com.intellij.ide.IdeBundle
JetBrains#ideavim,com.intellij.ide.actions.OpenFileAction
JetBrains#ideavim,com.intellij.ide.actions.RevealFileAction
JetBrains#ideavim,com.intellij.notification.Notification
JetBrains#ideavim,com.intellij.notification.NotificationGroup
JetBrains#ideavim,com.intellij.notification.NotificationGroupManager
JetBrains#ideavim,com.intellij.notification.NotificationListener
JetBrains#ideavim,com.intellij.notification.NotificationType
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnAction
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnActionEvent
JetBrains#ideavim,com.intellij.openapi.actionSystem.KeyboardShortcut
JetBrains#ideavim,com.intellij.openapi.ide.CopyPasteManager
JetBrains#ideavim,com.intellij.openapi.keymap.Keymap
JetBrains#ideavim,com.intellij.openapi.keymap.KeymapUtil
JetBrains#ideavim,com.intellij.openapi.options.ShowSettingsUtil
JetBrains#ideavim,com.intellij.openapi.project.DumbAwareAction
JetBrains#ideavim,com.intellij.openapi.project.Project
JetBrains#ideavim,com.intellij.openapi.ui.Messages
JetBrains#ideavim,com.intellij.openapi.util.SystemInfo
JetBrains#ideavim,com.intellij.openapi.util.registry.Registry
JetBrains#ideavim,org.jetbrains.annotations.Nls
JetBrains#ideavim,java.awt.datatransfer.StringSelection
JetBrains#ideavim,java.io.File
JetBrains#ideavim,javax.swing.KeyStroke
JetBrains#ideavim,com.intellij.openapi.util.SystemInfo
JetBrains#ideavim,com.intellij.openapi.util.Key
JetBrains#ideavim,java.util
JetBrains#ideavim,javax.swing.KeyStroke
JetBrains#ideavim,java.util
JetBrains#ideavim,java.util
JetBrains#ideavim,java.util
JetBrains#ideavim,com.intellij.openapi.command.CommandProcessor
JetBrains#ideavim,com.intellij.openapi.actionSystem.IdeActions
JetBrains#ideavim,java.awt.event.KeyEvent
JetBrains#ideavim,java.util
JetBrains#ideavim,javax.swing.KeyStroke
JetBrains#ideavim,com.intellij.ide.ui.AntialiasingType
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnAction
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnActionEvent
JetBrains#ideavim,com.intellij.openapi.actionSystem.CommonDataKeys
JetBrains#ideavim,com.intellij.openapi.actionSystem.DataContext
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.editor.EditorCustomElementRenderer
JetBrains#ideavim,com.intellij.openapi.editor.Inlay
JetBrains#ideavim,com.intellij.openapi.editor.impl.EditorImpl
JetBrains#ideavim,com.intellij.openapi.editor.impl.FontInfo
JetBrains#ideavim,com.intellij.openapi.editor.markup.TextAttributes
JetBrains#ideavim,com.intellij.openapi.util.Key
JetBrains#ideavim,com.intellij.ui.JBColor
JetBrains#ideavim,com.intellij.util.ui.UIUtil
JetBrains#ideavim,java.awt.Font
JetBrains#ideavim,java.awt.FontMetrics
JetBrains#ideavim,java.awt.Graphics
JetBrains#ideavim,java.awt.Rectangle
JetBrains#ideavim,java.awt.RenderingHints
JetBrains#ideavim,java.awt.font.FontRenderContext
JetBrains#ideavim,java.util
JetBrains#ideavim,javax.swing.UIManager
JetBrains#ideavim,kotlin.math.max
JetBrains#ideavim,com.intellij.codeInsight.daemon.impl.HintRenderer
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnAction
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnActionEvent
JetBrains#ideavim,com.intellij.openapi.actionSystem.CommonDataKeys
JetBrains#ideavim,com.intellij.openapi.actionSystem.DataContext
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.editor.VisualPosition
JetBrains#ideavim,java.util
JetBrains#ideavim,kotlin.math.max
JetBrains#ideavim,com.google.common.collect.ImmutableSet
JetBrains#ideavim,com.intellij.codeInsight.lookup.LookupManager
JetBrains#ideavim,com.intellij.openapi.actionSystem.ActionManager
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnAction
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnActionEvent
JetBrains#ideavim,com.intellij.openapi.actionSystem.EmptyAction
JetBrains#ideavim,com.intellij.openapi.actionSystem.PlatformDataKeys
JetBrains#ideavim,com.intellij.openapi.application.invokeLater
JetBrains#ideavim,com.intellij.openapi.diagnostic.debug
JetBrains#ideavim,com.intellij.openapi.diagnostic.logger
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.progress.ProcessCanceledException
JetBrains#ideavim,com.intellij.openapi.project.DumbAware
JetBrains#ideavim,com.intellij.openapi.util.Key
JetBrains#ideavim,com.intellij.ui.KeyStrokeAdapter
JetBrains#ideavim,java.awt.event.InputEvent
JetBrains#ideavim,java.awt.event.KeyEvent
JetBrains#ideavim,javax.swing.KeyStroke
JetBrains#ideavim,com.intellij.openapi.actionSystem.ActionPlaces
JetBrains#ideavim,com.intellij.openapi.actionSystem.AnActionEvent
JetBrains#ideavim,com.intellij.openapi.project.DumbAwareToggleAction
JetBrains#ideavim,com.intellij.application.options.CodeStyle
JetBrains#ideavim,com.intellij.openapi.actionSystem.DataContext
JetBrains#ideavim,com.intellij.openapi.actionSystem.PlatformDataKeys
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.project.Project
JetBrains#ideavim,com.intellij.psi.codeStyle.CommonCodeStyleSettings.IndentOptions
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.editor.LogicalPosition
JetBrains#ideavim,com.intellij.openapi.application.PathManager
JetBrains#ideavim,org.jetbrains.annotations.NonNls
JetBrains#ideavim,com.intellij.openapi.application.PathManager
JetBrains#ideavim,com.intellij.openapi.util.JDOMUtil
JetBrains#ideavim,com.intellij.util.io.exists
JetBrains#ideavim,org.jdom.Element
JetBrains#ideavim,com.intellij.openapi.application.ApplicationManager
JetBrains#ideavim,com.intellij.openapi.components.Service
JetBrains#ideavim,org.jdom.Element
JetBrains#ideavim,kotlin.properties.ReadWriteProperty
JetBrains#ideavim,kotlin.reflect.KProperty
JetBrains#ideavim,com.intellij.codeInsight.template.TemplateManager
JetBrains#ideavim,com.intellij.codeWithMe.ClientId
JetBrains#ideavim,com.intellij.injected.editor.EditorWindow
JetBrains#ideavim,com.intellij.openapi.editor.Caret
JetBrains#ideavim,com.intellij.openapi.editor.Document
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.editor.EditorFactory
JetBrains#ideavim,com.intellij.openapi.project.Project
JetBrains#ideavim,com.intellij.openapi.util.Key
JetBrains#ideavim,com.intellij.openapi.application.ModalityState
JetBrains#ideavim,com.intellij.openapi.editor.colors.EditorColorsManager
JetBrains#ideavim,com.intellij.openapi.wm.IdeFocusManager
JetBrains#ideavim,java.awt.Font
JetBrains#ideavim,javax.swing.JComponent
JetBrains#ideavim,com.intellij.injected.editor.EditorWindow
JetBrains#ideavim,com.intellij.openapi.editor.Caret
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.editor.LogicalPosition
JetBrains#ideavim,com.intellij.openapi.editor.VisualPosition
JetBrains#ideavim,com.intellij.codeWithMe.ClientId
JetBrains#ideavim,com.intellij.openapi.editor.Caret
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.editor.ex.util.EditorUtil
JetBrains#ideavim,com.intellij.openapi.fileEditor.ex.FileEditorManagerEx
JetBrains#ideavim,com.intellij.util.ui.table.JBTableRowEditor
JetBrains#ideavim,java.awt.Component
JetBrains#ideavim,javax.swing.JComponent
JetBrains#ideavim,javax.swing.JTable
JetBrains#ideavim,com.intellij.DynamicBundle
JetBrains#ideavim,org.jetbrains.annotations.NonNls
JetBrains#ideavim,org.jetbrains.annotations.PropertyKey
JetBrains#ideavim,com.intellij.openapi.components.Service
JetBrains#ideavim,com.intellij.openapi.editor.ReadOnlyFragmentModificationException
JetBrains#ideavim,com.intellij.openapi.editor.VisualPosition
JetBrains#ideavim,com.intellij.openapi.editor.actionSystem.EditorActionManager
JetBrains#ideavim,com.intellij.openapi.util.text.StringUtil
JetBrains#ideavim,java.nio.CharBuffer
JetBrains#ideavim,com.intellij.openapi.actionSystem.DataContext
JetBrains#ideavim,com.intellij.openapi.editor.Caret
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.application.ApplicationManager
JetBrains#ideavim,com.intellij.openapi.command.CommandProcessor
JetBrains#ideavim,com.intellij.openapi.diagnostic.debug
JetBrains#ideavim,com.intellij.openapi.diagnostic.logger
JetBrains#ideavim,com.intellij.openapi.project.Project
JetBrains#ideavim,com.intellij.openapi.actionSystem.DataContext
JetBrains#ideavim,com.intellij.openapi.actionSystem.PlatformDataKeys
JetBrains#ideavim,com.intellij.openapi.command.undo.UndoManager
JetBrains#ideavim,com.intellij.openapi.components.Service
JetBrains#ideavim,com.intellij.ide.util.PropertiesComponent
JetBrains#ideavim,com.intellij.openapi.application.ApplicationInfo
JetBrains#ideavim,com.intellij.openapi.application.ApplicationManager
JetBrains#ideavim,com.intellij.openapi.application.PermanentInstallationID
JetBrains#ideavim,com.intellij.openapi.diagnostic.logger
JetBrains#ideavim,com.intellij.openapi.util.JDOMUtil
JetBrains#ideavim,com.intellij.openapi.util.SystemInfo
JetBrains#ideavim,com.intellij.openapi.vfs.CharsetToolkit
JetBrains#ideavim,com.intellij.util.io.HttpRequests
JetBrains#ideavim,org.jdom.JDOMException
JetBrains#ideavim,java.io.IOException
JetBrains#ideavim,java.net.URLEncoder
JetBrains#ideavim,java.util.concurrent.TimeUnit
JetBrains#ideavim,com.intellij.openapi.editor.Document
JetBrains#ideavim,com.intellij.openapi.editor.event.DocumentListener
JetBrains#ideavim,com.intellij.openapi.util.Key
JetBrains#ideavim,com.intellij.openapi.editor.Editor
JetBrains#ideavim,com.intellij.openapi.editor.actionSystem.TypedAction
JetBrains#ideavim,com.intellij.openapi.editor.actionSystem.TypedActionHandler
JetBrains#ideavim,java.lang.reflect.Field
JetBrains#ideavim,java.lang.reflect.Modifier
JetBrains#ideavim,com.intellij.openapi.editor.Caret
